,sentence,section_nr,has_citation,last_section_title,Labels
7718,our contribution to the exist field is a request for a cryptical organisational understanding of the enterprise computer computer architecture management operation 25 00 conclusion ,25,0.0,conclusion ,Contribution
7719,unrivalled limitation of the postcolonial third purpose space metaphor equal resident in all metaphors that information technology be simply a metaphor not reality and should non exist taken literally 25 00  limitations of this study ,25,0.0,| limitations of this study ,limitation
7720,thither be other limitations to the current field that could substantiate inquiry to march on both theory and practice 25 00  limitations of this study ,25,0.0,| limitations of this study ,limitation
7721,the conception of affordances facilitate us apologise how this digital innovation occur 25 00 contribution to digital innovation scholarship ,25,0.0,contribution to digital innovation scholarship ,Contribution
7722,futurity inquiry could handle some of the limitation of this compose report 25 00 implications for practice  limitations and further research ,25,0.0,"implications for practice , limitations and further research ",limitation
7723,the latter part is peculiarly significant ease up that engineering science utilization live considered a key termination variable in be research and given that prior technostress research get call for an examination of the impacts of technological stressor on is usage 25 00 conclusion ,25,0.0,conclusion ,Contribution
7724,thence h2c be support 25 00 hypotheses testing ,25,0.0,hypotheses testing ,Hypothesis Result
7725,life h1 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
7726,phosphorus cypher01 ll  nonentity019 ul  0195  backwards h2 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
7727,cypher05 ll  − 0015 ul  zilch071  imply that h3 exist non supported 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
7728,implying that h4 exist non back up 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
7729,misunderstanding  nought032 atomic number 15 zany egg01 ll  cipher088 ul  cipher253  sustenance h6 26 00 hypothesis testing ,26,0.0,hypothesis testing ,Hypothesis Result
7730,the respective contributions of this inquiry are best say from a build scientific discipline research perspective 26 00 discussion ,26,0.0,discussion ,Contribution
7731,this fresh normative share admit a multidisciplinary and theoretically derived scheme excogitation based on anterior research in the orbit of communicating deception detecting interviewing and scalable engineering skill 26 00 discussion ,26,0.0,discussion ,Contribution
7732,this inquiry constitute study to a bit of terminus advert quem 26 00 limitations and future research ,26,0.0,limitations and future research ,limitation
7733,for author this raise significance for written report purpose include procedure pick the character of the documentation and the nature and impact of the enquiry contribution 27 00 conclusion ,27,0.0,conclusion ,Contribution
7734,one is to sleep with the inquiry share of models and deep descriptions 27 00 conclusion ,27,0.0,conclusion ,Contribution
7735,they hind end enrich our intellect of information system radiation diagram and potentially serve as the foundation for future development construction 27 00 conclusion ,27,0.0,conclusion ,Future work
7736,the account we offer produces a twofold theoretical part 28 00 discussion ,28,0.0,discussion ,Contribution
7737,next offshoring enquiry should therefore include organizational commitment as an issue varying quantity 28 00 research contributions ,28,0.0,research contributions ,Future work
7738,demonstrating the importance of this moderator also bring to the piece of piece of work pattern lit as information technology contradicts information technology tenet that gain business complexness embody by and large link with positive attitudinal outcomes 28 00 research contributions ,28,0.0,research contributions ,Contribution
7739,our 3rd contribution fear the fundamental interaction between individual and organizational storey issue of offshoring 28 00 research contributions ,28,0.0,research contributions ,Contribution
7740,we so prove that organisational  level welfare coiffe take to individual and affect their reactions to private  level alteration 28 00 research contributions ,28,0.0,research contributions ,Contribution
7741,despite the heedful invention of our question approach our findings be open to several limitation 29 00 limitations ,29,0.0,limitations ,limitation
7742,at the like time the proliferation of enterprisingness social medium technologies has sparked significant interest among information systems scholars xii lxxvii 129 with respect to the benefits of the increased nakedness enabled by these pecker 29 10 discussion ,29,1.0,discussion ,Contribution
7743,this bailiwick set aside restriction that open opportunity for next enquiry 29 00  limitations ,29,0.0,| limitations ,limitation
7744,as with any enquiry there be a few confinement to our survey that should personify view when render our outcome 29 00 limitations ,29,0.0,limitations ,limitation
7745,to conclude this restriction both construct look related 29 00 limitations ,29,0.0,limitations ,limitation
7746,a confinement of this study was that interviews let the independent source of sixth sense provide trace rearwards to understand the past tense langley and tsoukas 2010  30 10 conclusion ,30,1.0,conclusion ,limitation
7747,this research movement complete sure limitation 30 00 limitations ,30,0.0,limitations ,limitation
7748,by utilise stem and rearwards hunting process we calculate to palliate this boundary 30 00 limitations ,30,0.0,limitations ,limitation
7749,hence more than than work be postulate in this sphere and future research could shed more than high spirits on the possibility of interaction effects between trust in technology and computing machine self  efficaciousness on post  adoption 30 00 conclusion ,30,0.0,conclusion ,Future work
7750,the enquiry that we add be dependent to a few limit 31 00 limitations and further research ,31,0.0,limitations and further research ,limitation
7751,we consider that these construct can further cost ameliorate if they tolerate employee to remix the idea of their co proletarian 31 00 limitations and further research ,31,0.0,limitations and further research ,limitation
7752,therefore the article serve as both a repository of preceding research and a templet for succeeding research 31 00 conclusion ,31,0.0,conclusion ,Future work
7753,the donation of this critique live trio fold 31 00 conclusion ,31,0.0,conclusion ,Contribution
7754,based on these discussions  we provided concrete paths for future research endeavors  31 00 conclusion ,31,0.0,conclusion ,Future work
7755,so we find financial backing for conjecture 1 32 00 perceived satisfaction with crowd work ,32,0.0,perceived satisfaction with crowd work ,Hypothesis Result
7756,hence we every bit well receive reinforcement for possibility 2a to hypothesis 2d 32 00 perceived satisfaction with crowd work ,32,0.0,perceived satisfaction with crowd work ,Hypothesis Result
7757,although we believe this study constitute among the first to demonstrate that the openness enabled by enterprise social metier affects the way in which members of the group structure their networks and the amount of estimation generation that emerges within the radical in that placement be limitations associated with this study 32 00 limitations ,32,0.0,limitations ,limitation
7758,this imply that contiguous inquiry on metre value enable by nternet of thing should of necessity comprise interdisciplinary 34 00 conclusion ,34,0.0,conclusion ,Future work
7759,we know that our study experience limitation some of which undefended avenues for next research 35 00 limitations ,35,0.0,limitations ,limitation
7760,notwithstanding these limitation our workplace pop the doubtfulness diverse contribution 36 00 contributions ,36,0.0,contributions ,Contribution
7761,our second donation inform the progressively of import enquiry area of temporality in infrastructure ribes and lee 2010  36 10 conclusion ,36,1.0,conclusion ,Contribution
7762,third next written report should far build up upwards our 2 refreshing construct since we observe only comparative difference in organization dependency and semantic dependency 37 00 conclusion ,37,0.0,conclusion ,Future work
7763,this work  s theoretical contribution halt from leash elemental artificial lake 37 00  discussion ,37,0.0,| discussion ,Contribution
7764,third our paper identify iv gaps that should cost accost in next inquiry 37 00 conclusion ,37,0.0,conclusion ,Future work
7765,we as well highlight opportunity for future enquiry that build upon and add to survive lit and exemplar 37 00 conclusion ,37,0.0,conclusion ,Future work
7766,our subject area be non without limitations 39 00 limitations and future research ,39,0.0,limitations and future research ,limitation
7767,accordingly future enquiry on the design of review systems should always turn to arrows combination of the three research thrusts propose in this literature review clause research thrust 1 account for potential design features that crataegus oxycantha be aggregative 39 00 discussion and conclusion ,39,0.0,discussion and conclusion ,Future work
7768,our subject field contribute to theory by uprise and through empirical observation validate a linguistic context  specific mould of the adoption of voguish metering applied science within households 39 00 theoretical contributions ,39,0.0,theoretical contributions ,Contribution
7769,this compose up ingest several restriction 40 00 limitations ,40,0.0,limitations ,limitation
7770,our ploughshare represent triad  congregation 41 00 conclusions ,41,0.0,conclusions ,Contribution
7771,future tense study throw the sack extend this study in versatile style 41 00 conclusions ,41,0.0,conclusions ,Future work
7772,our determination are subject to limitation 41 00 limitations and future research ,41,0.0,limitations and future research ,limitation
7773,this character of contract bridge bridge offers yearly income shape of flexible welfare manoeuver elbow room cafeteria  mode welfare 54 00 contributions ,54,0.0,contributions ,Contribution
7774,alternatively when considering the far flung adoption of social features and social medium integration digital content serve providers should note that offering a clean streamline user experience without pseudo  social welter could constitute a way to differentiate themselves and win a competitive vantage 55 00 source of contribution description area of contribution ,55,0.0,source of contribution description area of contribution ,Contribution
7775,second we found that ubiquitousness and the discovery of raw cognitive subject matter embody the independent predictors of the aim to retain the bounty subscription 55 00 source of contribution description area of contribution ,55,0.0,source of contribution description area of contribution ,Contribution
7776,show that the find of new content has a electropositive core on enjoyment among both canonical and premium subscription basic users  retain his  her premium subscription user 55 00 source of contribution description area of contribution ,55,0.0,source of contribution description area of contribution ,Contribution
7777,for illustration some freemium service feature article multiple tier up of premium subscriptions with differentiated welfare as easily as intercrossed models feature both premium subscription shi et al 2015 and microtransactions mäntymäki  salo 2015  55 10 source of contribution description area of contribution ,55,1.0,source of contribution description area of contribution ,Contribution
7778,our subject field accept several limitation that go to other suggestion for succeeding inquiry 60 00 conclusion  limitations  and outlook ,60,0.0,"conclusion , limitations , and outlook ",limitation
7779,we hash away our contributions below 60 00 discussion ,60,0.0,discussion ,Contribution
7780,this newspaper makes ternion principal contribution to the field of data systems 1 measure habituation of care to security warnings longways including response decrement and convalescence deuce canvas the effect of habituation on warning bond in the field and 3 demonstrating that polymorphic monition are effective in reducing habituation terminated time in terms of both weakened attending and monish bond 60 00 discussion ,60,0.0,discussion ,Contribution
7781,this be an important contribution in term of ecologic validity because addiction is inseparably touch on to the relative frequency of stimulus experience 60 00 discussion ,60,0.0,discussion ,Contribution
7782,an additional contribution of our playing area study purpose is that it allowed us to show how habituation of attention to security warnings single valued function to actual behavior 60 00 discussion ,60,0.0,discussion ,Contribution
7783,this indicate that the polymorphic design make a suffer vantage both in high tending and adherence over clock time providing a clear contribution to the personify security literature 60 00 discussion ,60,0.0,discussion ,Contribution
7784,our research personify exposed to various point of accumulation 61 00 limitations and future research ,61,0.0,limitations and future research ,limitation
7785,we discuss this limit in further item in appendix f 61 00 limitations and future research ,61,0.0,limitations and future research ,limitation
7786,even so experiment 2 partly castigate for this limitation by showing how admonitory bond diminishes with repeated exposure 61 00 limitations and future research ,61,0.0,limitations and future research ,limitation
7787,this is a import of the methodological limitations of functional magnetic reverberance imaging as comfortably as the different objectives for each experiment 61 00 limitations and future research ,61,0.0,limitations and future research ,limitation
7788,as the 2d contribution our survey indicates that fugitive aroused loading is central to nab in the information technology consumption context 80 00 contributions to research ,80,0.0,contributions to research ,Contribution
7789,these refreshing insight we discovered open possibleness for information agreement investigator to die hard in  unpack the complexity  of postadoptive data engineering science use in their futurity inquiry endeavors sir richard burton  nonpareil john the apostle luther jones et atomic number 132017  80 10 contributions to research ,80,1.0,contributions to research ,Future work
7790,as the tertiary donation our landing field of study uncovers entropy engineering science  and mobilespecific characteristics relate to do 80 00 contributions to research ,80,0.0,contributions to research ,Contribution
7791,on that point comprise some restriction and boundary conditions touch on to this sketch 87 00 limitations and future topics ,87,0.0,limitations and future topics ,limitation
7792,using a laboratory experiment is associate with limit have to doe with to external monitoring artificial background and want of namelessness 87 00 limitations and future topics ,87,0.0,limitations and future topics ,limitation
7793,as users tend to behave impulsively with mobile virtual application program appdynamics 2017  these limit could bring resulted in to a less extent impulsive chemical response 87 10 limitations and future topics ,87,1.0,limitations and future topics ,limitation
7794,tertiary use yes  no resolve selection for evaluating appraisal be penurious and hence co occurrence in certain limitation 87 00 limitations and future topics ,87,0.0,limitations and future topics ,limitation
7795,twenty percent our story centre on highly negative incident operating theater else of average incidents which experience a typical confinement of critical incident proficiency gremler 2004  87 10 limitations and future topics ,87,1.0,limitations and future topics ,limitation
7796,This live defined as 1 00 Defination,1,0.0,Defination,Defination
7797,A sun be a maven that radiancy 1 00 Defination,1,0.0,Defination,Defination
7798,e set galaxy as the group of star 1 00 Defination,1,0.0,Defination,Defination
7799,e postulate that these were in all likelihood stimulate by the 1 00 Hypothesis,1,0.0,Hypothesis,Hypothesis
7800,It could follow theorise that 4 00 Hypothesis,4,0.0,Hypothesis,Hypothesis
7801,The aims of the present study were to test the following hypotheses  2 00 Hypothesis,2,0.0,Hypothesis,Hypothesis
7802,To screen this theory we hypothesise that 1 00 Hypothesis,1,0.0,Hypothesis,Hypothesis
7803,In this study I hypothesized that a significant correlation exists in 1 00 Hypothesis,1,0.0,Hypothesis,Hypothesis
7804,In the classical deﬁnition this refers to 1 00 Random,1,0.0,Random,Defination
7805,There is no proper deﬁnition for  in the case of 1 00 Random,1,0.0,Random,Defination
7806,In our experiments here we define our to live 3 00 Random,3,0.0,Random,Defination
7807,It is first important to define what would constitute 3 00 Random,3,0.0,Random,Defination
7808,This definition is faint and may be less than helpful when 3 00 Random,3,0.0,Random,Defination
7809,the results keep going the speculation 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7810,they part hold up the hypothesis 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7811,the results bring home the bacon support for many of the hypotheses 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7812,the final result digest the notion 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7813,guess 2a is corroborate 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7814,the results support guess unity 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7815,thus  h1 is supported  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7816,thus h2 cost also supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7817,thus h3 be supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7818,thusly h4 and h5 comprise stick out 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7819,once again h3 and h4 be supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7820,thus  Ïƒ hypothesis 1 is supported  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7821,this termination corroborate hypothesis 4 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7822,thence Ïƒ surmisal 8 is supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7823,hence Ïƒ hypothesis three is non supported 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7824,furthermore we found bread and butter for theory 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7825,however we could not witness support for two of our hypotheses 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7826,by contrast  the model is strongly positive  18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7827,the results indicate partial support for h2a 18 00 hypothesis testing ,18,0.0,hypothesis testing ,Hypothesis Result
7828,we define relational digital transmutation as a summons through with which practice session  arrangement big money of digital technologies evolve over fourth dimension 0 00 abstract,0,0.0,abstract,Defination
7829,in the es  government context bannister  connolly 2014 define values as modes of behaviour that are generally held to be correct and argue that they underlie all forms of transformation 0 10 abstract,0,1.0,abstract,Defination
7830,we fix ρ a as follows 1 00 introduction 1 ,1,0.0,introduction 1 ,Defination
7831,we delineate ρ a as watch 1 00 introduction 1 ,1,0.0,introduction 1 ,Defination
7832,we define ρ a as follows 1 00 introduction 1 ,1,0.0,introduction 1 ,Defination
7833,we specify ρ a as follows 1 00 introduction 1 ,1,0.0,introduction 1 ,Defination
7834,we determine ρ a as follows 1 00 introduction 1 ,1,0.0,introduction 1 ,Defination
7835,we specify  user response  as the set of emotional and behavioural reactions certify among user that co  emerge as data technology is introduced into their work environment 2 00 open access ,2,0.0,open access ,Defination
7836,more precisely  institutional logics are  the organizing principles that govern the selection of technologies  define what kinds of actors are authorized to medical professionalism seems of critical importance  heeks  2006  kraemer  king  dunkle   lane  1989  mok  2010   2 10 theoretical background ,2,1.0,theoretical background ,Defination
7837,we justify each hypothesis in detail below  2 00  literature review ,2,0.0,| literature review ,Hypothesis
7838,what differentiates automation in the 21st century with automation in the 20th century is the use of computer technologies that may be described as  intelligent   davenport and kirby  2015   2 10 conceptualising intelligent automation for knowledge and service work ,2,1.0,conceptualising intelligent automation for knowledge and service work ,Defination
7839,we define patent amount as the number of patents that a firm create 2 00 theory and hypotheses ,2,0.0,theory and hypotheses ,Defination
7840,hypothesis 1  2 00 theoretical background ,2,0.0,theoretical background ,Hypothesis
7841,hypothesis 2  2 00 theoretical background ,2,0.0,theoretical background ,Hypothesis
7842,to study the relationship between motivations and the level of outsourcing σ  we put forrard niner surmisal 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7843,our first supposition σ  therefore σ  study as follow 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7844,hypothesis 1  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7845,therefore  σ we argue that companies seeking to focus on their core business will outsource more business processes  hypothesis 2  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7846,therefore  σ we posit the following hypothesis  hypothesis 3  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7847,based on the above  σ we propose the following hypothesis  hypothesis 4  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7848,therefore σ  we theorize the following guess v 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7849,thence σ  we posit the next conjecture hypothesis 6 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7850,we hypothesize the following  hypothesis 7  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7851,following this proposition σ  we posit the following conjecture speculation 9 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7852,thus  σ we hypothesize that the nine motivation variables identified in earlier reviews  table 6  affect the degree of outsourcing within one business function  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7853,figure 1 presents a summary of our hypotheses  3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7854,theory 1a 3 00 category explanation ,3,0.0,category explanation ,Hypothesis
7855,supposition 2a 3 00 category explanation ,3,0.0,category explanation ,Hypothesis
7856,hypothesis 1b 3 00 category explanation ,3,0.0,category explanation ,Hypothesis
7857,conjecture 2b 3 00 category explanation ,3,0.0,category explanation ,Hypothesis
7858,we thus purport  hypothesis 1  hypothesis 1   3 00 theory development and hypotheses ,3,0.0,theory development and hypotheses ,Hypothesis
7859,hypothesis 2 3 00 theory development and hypotheses ,3,0.0,theory development and hypotheses ,Hypothesis
7860, supposition ii  3 00 theory development and hypotheses ,3,0.0,theory development and hypotheses ,Hypothesis
7861,we assume that speculation triad hypothesis 3  3 00 theory development and hypotheses ,3,0.0,theory development and hypotheses ,Hypothesis
7862,so we state hypothesis quartet surmise 4  3 00 theory development and hypotheses ,3,0.0,theory development and hypotheses ,Hypothesis
7863,we specify ρ a as follows 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7864,we delimit ρ a as surveil 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7865,we delineate ρ a as follows 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7866,we delimit ρ a as follow 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7867,we fix ρ a as follow 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7868,we limit ρ a as follows 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7869,we define ρ a as follows   ρ a is determined such that the offdiagonal elements of a latent variables indicator correlation matrix are reproduced as well as possible in a least squares sense 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7870,we fix ρ a as follows 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7871,we define ρ a as follows 3 00 figure 1  a model that illustrates the inconsistency problem of variance  based structural equation modeling ,3,0.0,figure 1 . a model that illustrates the inconsistency problem of variance - based structural equation modeling ,Defination
7872,so we hypothesise h2 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7873,h4 3 00 hypothesis development ,3,0.0,hypothesis development ,Hypothesis
7874,while we recognize that culture is fluid  dynamic  and often difficult to define  we chose to take hofstede s approach as a proxy for culture as it is commonly done in business research for pragmatic reasons  3 00 relationship between and effects of experience and ,3,0.0,relationship between and effects of experience and ,Defination
7875,in level two  non  deterministic   five cyberattacks happen at random times with random impacts following a uniform probability distribution  3 00 pr ,3,0.0,pr ,Defination
7876,thus  we hypothesize the following  hypothesis 1  hypothesis 1   3 00 experiment 1fmri ,3,0.0,experiment 1-fmri ,Hypothesis
7877,in compact we have the following hypothesis 3 surmise trinity  3 00 experiment 1fmri ,3,0.0,experiment 1-fmri ,Hypothesis
7878,we therefore hypothecate the following theory 4 conjecture 4  3 00 experiment 1fmri ,3,0.0,experiment 1-fmri ,Hypothesis
7879,surmisal 5 conjecture 5  3 00 experiment 1fmri ,3,0.0,experiment 1-fmri ,Hypothesis
7880,hypothesis 6  hypothesis 6   3 00 experiment 1fmri ,3,0.0,experiment 1-fmri ,Hypothesis
7881,importantly the fact that restraint is aim at alliance of individuals  behaviour with organisational goal does not mean that command is the direct opposite word of autonomyor that there is necessarily a paradoxical relationship between the twomazmanian et al  2013 mazmanian et al define autonomy in terms of  the power to exercise a degree of control over the content timing location and carrying out of activities  p1337  3 10 relationship ,3,1.0,relationship ,Defination
7882,define  routine  as  repetitive recognizable patterns of interdependent actions carried stunned by multiple histrion 3 00 realizing strategic intents through enterprise resource planning ,3,0.0,realizing strategic intents through enterprise resource planning ,Defination
7883,hypothesis unity theory 1  3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7884,so we formulate the following speculation guess 2a hypothesis 2a  3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7885,speculation 2b possibility 2b  3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7886,the next hypothesis states the family relationship between emoticons and the retweet count 3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7887,surmise 3a hypothesis 3a  3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7888,by applying the same logic established in conjecture 2b we examine how emoticon interact with randomness 3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7889,so we retell these condition by the keep an eye on testable hypotheses 3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7890,two surmisal 3b  one surmisal 3b  1  3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7891,guess 3b  2 3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7892, hypothesis 3b2   3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7893,we theorized urlsʼ positively charged effect on the retweet count hypothesis 2a and its conditional effect on the relationship between selective information and the retweet count possibility 2b  3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7894,as we expected in hypothesis 2b urls importantly alleviate the negative effect of entropy on the retweet counting by a factor of 1774 β entropy × urls  zero573 3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7895,in hypothesis 3a conjecture 3b  1 and hypothesis 3b  ii we in the main dealt with emoticons 3 00  hypothesis development ,3,0.0,| hypothesis development ,Hypothesis
7896,a consumer usually thinks of the product lifetime in probabilistic  stochastic  terms due to random product failure or imprecise foresight  3 00 product durability and user sensing ,3,0.0,product durability and user sensing ,Defination
7897,we define users participating in open idea sourcing as the target population  4 00 methodology ,4,0.0,methodology ,Defination
7898,define platform computer architecture as the  conceptual blueprint that describes how the ecosystem is partitioned into a relatively unchanging chopine and a complementary set of modules that are encouraged to vary and the intent rules binding both 4 00 architecture ,4,0.0,architecture ,Defination
7899,we define ρ a as follows 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7900,we fix ρ a as follow 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7901,we define ρ a as follows 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7902,we define ρ a as follow 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7903,we delimit ρ a as follows 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7904,we define ρ a as follows 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7905,we define ρ a as follows 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7906,we determine ρ a as follow 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7907,we define ρ a as follows 4 00 the four steps of consistent partial least squares ,4,0.0,the four steps of consistent partial least squares ,Defination
7908,accordingly  we define systems as service systems capable of learning  dynamic adaptation  and decision making  medina  borja  2015 4 00  background ,4,0.0,| background ,Defination
7909,similarly freshman initiative year is defined as an we then define three empirical criterion of mainstream versus niche music 4 00 data ,4,0.0,data ,Defination
7910,possibility 1a 4 00 referencing ,4,0.0,referencing ,Hypothesis
7911,we define a cloud  sourcing decision as an organization  s decision to adopt and integrate swarm services from external providers into their it landscape painting that is the customer organization  s assessment of cloud computing offerings from one or more providers in any form of service model iaas paas standardized software surgery deployment model public private community hybrid  4 00 cloud  sourcing decisions ,4,0.0,cloud - sourcing decisions ,Defination
7912,yet  this logic seems flawed in a regime with going concern  and infinite horizon  where overlapping generations of consumers may well have rational expectations for durability  leading back to swan s logic  at least when the per  unit production cost is significant  when marginal production cost is low  the firm may be best off to provide completely disposable products so as to artificially disable trading in an aftermarket  as shown recently by razeghian and weber  32   4 10 literature ,4,1.0,literature ,Defination
7913,a primitive message is a stand  alone assertion  and a derivative message is defined as a strictly logical or defeasible consequence of others  raghu et al  2001   5 10 conversation disentanglement ,5,1.0,conversation disentanglement ,Defination
7914,thus  we define alignment between strategic intent and information technology capabilities as successful when selected system capabilities enable the strategic intent that the organization wishes to realize  5 00 discussion ,5,0.0,discussion ,Defination
7915,hypothesis 1a predicts that more nonobjective language be related to smaller budget overrun whereas hypothesis 1b predicts that more abstractionist language is related to bigger budget overruns 5 00 results ,5,0.0,results ,Hypothesis
7916,possibility 2a predicts that more nonfigurative language be pertain to smaller overruns in schedule whereas hypothesis 2b predicts that more abstract spoken communication follow related to bigger schedule overruns 5 00 results ,5,0.0,results ,Hypothesis
7917,self  determination theory  selfdetermination theory  is a theory of human motivation  5 00 theoretical background ,5,0.0,theoretical background ,Defination
7918,thence surmisal 1b 5 00 contextual embedding ,5,0.0,contextual embedding ,Hypothesis
7919,when place existing elements we observed that different categories of component and alternative term for single elements be 5 00 define meta characteristic ,5,0.0,define meta characteristic ,Defination
7920,first  we derived a meta  characteristic  5 00 define meta characteristic ,5,0.0,define meta characteristic ,Defination
7921,this metacharacteristic was defined as  characteristics of construction elements   because the goal of our research is to understand the origins and relationships of construction elements  5 00 define meta characteristic ,5,0.0,define meta characteristic ,Defination
7922,this contribute to our second hypothesis h2 perceived structural quality have a positive impact on the perceived timbre of the engineering science  mediated learning cognitive process 5 00 hypotheses development ,5,0.0,hypotheses development ,Hypothesis
7923,we define ρ a as follows 6 00 a small example demonstrating the viability of consistent partial least squares ,6,0.0,a small example demonstrating the viability of consistent partial least squares ,Defination
7924,hypothesis 1  big  tech stability   6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7925,the second hypothesis considers libraries that are not provided by dominant digital infrastructure suppliers  6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7926,supposition two scale dependence  6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7927,in summary  we hypothesize the following  hypothesis 7  hypothesis 7   6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7928,in drumhead we theorise the followers hypothesis octad hypothesis octet  6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
7929,theory nina from carolina hypothesis 9  6 00 hypotheses ,6,0.0,hypotheses ,Hypothesis
